Accession_ID	Name	Country	Latitude	Longitude	CS_number	material	material_Country	Li7	Na23	Mg25	P31	S34	K39	Ca43	Mn55	Fe57	Co59	Cu65	Zn66	As75	Se82	Rb85	Sr88	Mo98	Cd114
6959	Rennes-1	France	48.5	-1.41	CS77210	leaf	France_leaf	14.89923802	1327.528021	4273.828511	15908.70694	11795.58457	69376.37873	44542.14646	224.2478157	140.3307988	2.245237875	7.525785926	88.05780016	0.996762036	70.90970732	455.4708896	74.99427149	6.918867055	2.397550431
6960	Rennes-11	France	48.5	-1.41	CS77211	leaf	France_leaf	14.02682423	1386.708688	4421.682186	15696.65972	14055.13488	71290.48245	41241.46578	231.3690557	138.7039614	2.116813005	9.169521499	100.2790526	0.903397151	83.55497161	389.6948313	65.69277195	6.376905071	2.750738342
6961	Se-0	Spain	38.3333	-3.53333	CS76597	leaf	Spain_leaf	14.28627627	1015.800997	4120.79893	15197.88833	11911.20069	86259.64261	39935.73103	218.0037952	133.2003388	3.9462125	7.391079751	89.93490828	0.968837275	68.85909987	535.7898236	64.37899107	6.354546818	2.747167146
6963	Sorbo	Tajikistan	38.35	68.48	CS78917	leaf	Tajikistan_leaf	14.46056115	910.5464385	4621.164689	17160.82055	13169.52543	73289.48932	40914.85545	234.3928071	138.1817617	2.357084814	7.963079675	95.81242069	1.005257985	70.74076424	390.5830362	67.36091657	0.96612284	2.623692498
6964	Spr1-2	Sweden	56.31635	16.03529		leaf	Sweden_leaf	15.74300801	859.5583082	4533.469678	14850.64775	12274.36346	66100.26977	44455.26703	228.507436	141.2209635	2.293554533	7.894806519	82.24181617	1.065644178	70.97452089	372.583234	66.87330501	3.93623444	2.444498204
6965	Spr1-6	Sweden	56.31635	16.03529		leaf	Sweden_leaf	14.3154649	1022.836071	3858.564354	17043.00525	13618.07212	64948.37068	39779.33555	250.0684606	142.0344484	2.436658428	8.496328389	101.2290266	1.055825484	64.78367082	370.3457742	69.38324267	4.927667929	2.885632958
6966	Sq-1	UK	51.4083	-0.6383	CS77266	leaf	UK_leaf	14.13951571	838.1043871	4912.055422	15152.94811	12796.10624	69513.9902	43697.36091	220.3903009	142.4272247	2.547679113	7.862312959	96.07851486	0.837143551	65.22664342	398.3323757	68.39875314	5.821426363	2.338113232
6967	Sq-8	UK	51.4083	-0.6383	CS76604	leaf	UK_leaf	15.39089605	1147.569171	4869.36723	15192.95113	13057.16428	70290.417	46172.0079	217.4554747	140.6693057	2.000709747	7.410442147	85.73261693	0.981021158	69.81953757	393.2358441	68.42082963	6.362985558	2.152643889
6968	Tamm-2	Finland	60.0	23.5	CS76610	leaf	Finland_leaf	12.84562985	959.5444715	4358.348271	16931.57836	15895.04125	86689.44307	36097.42988	225.2933345	137.0875036	2.817070517	7.25109513	121.1048737	0.998150497	80.94914525	449.1245373	62.03208047	9.576180401	2.524103024
6969	Tamm-27	Finland	60.0	23.5	CS77341	leaf	Finland_leaf	12.79802199	690.975697	4339.558346	16465.332	14156.0536	83487.0549	36471.42229	224.4703794	131.9584474	2.699716032	6.881603665	89.6378873	0.915399798	77.85312592	395.4929389	62.51336796	10.30130891	2.432150929
6970	Ts-1	Spain	41.7194	2.93056	CS76615	leaf	Spain_leaf	15.86809875	1761.49489	4289.243042	14316.40173	11744.03929	60566.34504	42787.1016	221.6498425	135.7876376	3.183819322	7.464852661	95.96357188	0.952087248	82.73382442	380.0228277	64.78348322	5.989766568	2.310858259
6971	Ts-5	Spain	41.7194	2.93056	CS77388	leaf	Spain_leaf	14.11022674	883.0535963	4308.133193	14994.44731	14066.04419	73001.31818	39663.11161	236.5419274	140.1212437	2.375786489	7.179950638	95.31492775	1.078564315	79.93858227	396.9514899	67.81116363	1.475258195	3.152724111
6972	Tsu-1	Japan	34.43	136.31		leaf	Japan_leaf	14.61452945	2025.61887	5365.670851	14977.13495	12661.74559	73368.45108	43885.5372	226.3535182	143.5379273	1.810472964	6.898095408	86.24411371	0.977792766	66.47113449	382.3658826	67.03179512	10.20568088	2.220795519
6973	Ull2-3	Sweden	56.0648	13.9707	CS78817	leaf	Sweden_leaf	15.78359197	1118.44445	4737.518094	16571.06867	12508.32593	68032.63295	45230.1359	225.587658	142.9589338	2.11367211	7.925278425	89.71850133	1.200730745	66.92602489	385.7058811	75.51750459	4.166841683	2.723572383
6974	Ull2-5	Sweden	56.0648	13.9707	CS78818	leaf	Sweden_leaf	14.48617653	798.6026485	5309.624145	16186.84081	12592.47962	68813.29751	41512.01855	211.1139201	139.6928984	2.305500416	8.723985669	88.85209115	0.92572754	77.47900968	397.9581611	65.95311669	15.05005057	2.160647416
6975	Uod-1	Austria	48.3	14.45	CS76621	leaf	Austria_leaf	13.91716035	1061.24556	4683.335796	16260.67167	14254.47264	66918.88272	41438.7336	243.0363317	142.429224	2.487263108	7.100088888	97.3787576	1.019835095	69.94457123	371.2096082	67.93965673	6.126191352	3.010901592
6976	Uod-7	Austria	48.3	14.45	CS78823	leaf	Austria_leaf	14.59737603	872.0534198	4389.986126	14941.44658	12856.47545	69715.39267	41407.5822	227.5643221	136.1718488	1.813320962	7.96836943	101.696782	1.003037081	82.1466238	384.5779744	67.039314	8.464907857	2.77635405
6979	Wei-0	SUI	47.25	8.26	CS76628	leaf	SUI_leaf	13.07408366	1232.406329	4405.090827	15353.23815	14274.07615	84174.39292	39056.90761	252.555992	137.0391768	2.614885628	6.773313881	93.64105924	0.97861102	80.9608025	472.5855181	62.76733685	3.951528308	2.811446364
6981	Ws-2	Russia	52.3	30.0	CS78920	leaf	Russia_leaf	14.09280277	1282.468027	5244.277258	16352.36268	12555.89232	72885.84662	41406.49773	202.4069568	138.5755187	1.95471132	8.137940349	83.32166553	1.001829941	64.63720634	396.686908	66.83710247	4.168644403	2.267191194
6982	Wt-5	GER	52.3	9.3	CS76632	leaf	GER_leaf	13.72407122	972.2672449	4794.424327	15487.8586	12791.46659	70198.24934	41568.88062	218.1231926	142.6755294	3.441087589	6.726062589	84.14603118	1.137282541	76.76186458	379.6986481	68.2707872	4.941275743	2.535908405
6984	Zdr-1	Czech Republic	49.3853	16.2544	CS76635	leaf	Czech Republic_leaf	14.9111537	1016.163735	5301.737946	15070.94974	13353.22173	65588.79867	41821.2129	217.3494756	137.7672133	2.434466723	7.345865994	84.5759984	0.90533624	85.99146173	387.4348597	64.03885554	3.93586724	2.20750362
6985	Zdr-6	Czech Republic	49.3853	16.2544		leaf	Czech Republic_leaf	14.09922267	990.1794889	5217.777344	15855.55846	11490.90995	70623.41894	41515.07741	255.633317	138.2038061	2.520422998	7.272869984	96.88012679	1.004861588	70.19697777	406.5074236	70.87107331	1.07630183	2.700409486
6986	Abd-0	UK	57.1539	-2.2207	CS76429	leaf	UK_leaf	14.84500394	1487.732431	5208.996301	16394.5788	11702.76982	63331.00908	43168.6513	220.073606	138.6704729	2.330377945	8.524366999	89.48377578	0.88986471	72.63683152	426.5025273	70.74773847	4.53978403	2.312441659
6987	Ak-1	GER	48.0683	7.62551	CS76431	leaf	GER_leaf	14.3302064	1003.436757	4702.454345	13971.84448	13458.14962	70748.13325	41331.26537	232.7655345	137.8982457	3.053271124	8.42681405	91.08108789	0.955172664	84.89916834	406.6698906	68.34725448	5.808833361	2.742766762
6989	Alst-1	UK	54.8	-2.4333	CS76432	leaf	UK_leaf	14.07785447	1934.014207	4438.41405	15028.84608	15437.00532	72081.16192	47615.86278	238.0416013	138.1206376	2.353841571	8.2877503	90.20224435	0.934144603	80.40632429	403.6721389	67.51292722	4.743609015	2.581817236
6990	Amel-1	NED	53.448	5.73	CS76434	leaf	NED_leaf	14.21431755	1030.087852	4772.22895	17989.89704	13375.27358	69492.18475	39725.67078	233.9882059	146.6598559	2.494712773	7.973441238	91.9026734	0.984262239	70.89761073	389.485276	64.84817226	4.950899689	2.301159135
6992	Ang-0	Belgium	50.3	5.3	CS76436	leaf	Belgium_leaf	14.34810323	772.1462566	4502.746128	14407.63726	13007.34906	71685.62213	41615.23085	224.6452042	137.9147012	1.884990274	8.811712498	96.02231362	0.835156898	78.10023983	417.2448853	67.78218569	8.548558663	2.558051277
6994	Ann-1	France	45.9	6.13028		leaf	France_leaf	14.4825229	1218.694138	5158.568574	16420.2032	12020.0073	82651.93152	40720.37953	224.8717237	139.2444667	2.469984018	7.315610907	95.81233121	0.998965026	62.18611365	506.3211486	63.54213146	6.762633394	2.267275452
6997	Appt-1	NED	51.8333	5.5833	CS76440	leaf	NED_leaf	14.81982041	1069.731831	5116.305902	15228.14473	12468.02026	70210.27072	42973.07572	237.4664148	138.8029559	2.818162501	7.660539232	95.93088639	1.129088852	71.10879604	416.0984856	71.48685419	4.706621649	2.573061372
7000	Aa-0	GER	50.9167	9.57073	CS76428	leaf	GER_leaf	14.53973974	1050.55824	5258.818741	16784.16942	12574.31505	68459.97631	43892.69841	208.0828757	139.6955827	2.333871137	7.899368183	95.90995188	0.974929337	72.22113567	409.744547	70.38117872	4.040839221	2.178516174
7002	Baa-1	NED	51.3333	6.1	CS76442	leaf	NED_leaf	14.42885661	1076.878904	5324.469662	14336.83289	12793.00057	71628.86301	43432.78406	218.5306091	141.7001454	2.723405401	7.201120091	90.39123853	0.899529222	74.55645836	362.4702762	68.11498247	5.477749432	2.313587928
7003	Bs-1	SUI	47.5	7.5	CS78888	leaf	SUI_leaf	14.00085423	1105.173905	5454.761713	16954.1731	11024.45115	70401.65484	40415.24659	221.234555	136.0303695	2.55927568	8.768508634	87.50959825	0.95557119	70.48254361	359.6468112	64.62071604	6.059132514	2.36583859
7008	Benk-1	NED	52.0	5.675	CS76447	leaf	NED_leaf	14.70860248	1104.70799	5148.926565	16086.75435	12427.67569	81403.36802	42692.67084	215.5084049	144.0830225	1.759718536	7.176706888	87.11965888	1.026826628	76.02388866	490.4655037	67.73566905	4.729560397	2.142590092
7010	Be-0	GER	49.6803	8.6161		leaf	GER_leaf	14.77610947	2137.554264	5546.184714	14307.5689	12544.54871	71217.73338	43769.76503	217.5590149	143.0823019	2.020176712	7.260355883	77.88812934	0.952933231	72.27935308	357.9319705	68.52966183	9.706412983	2.116947537
7013	Bd-0	GER	52.4584	13.287	CS76445	leaf	GER_leaf	14.79612116	913.4915953	5252.624823	14543.21949	12499.40936	71196.17347	42874.73499	223.0340073	142.102016	1.678444001	8.355296212	92.18549616	0.963137032	69.48807716	427.2569734	63.17579577	11.79140846	2.254501191
7014	Ba-1	UK	56.5459	-4.79821	CS76441	leaf	UK_leaf	16.72294962	1146.819362	4763.439556	13798.1439	13398.24512	65040.83162	41501.23722	235.9304533	138.4307566	2.061573669	8.479024359	90.93220498	1.017507909	107.0137195	390.5125065	64.58347915	5.061873688	2.650137307
7025	Bl-1	Italy	44.5041	11.3396	CS76450	leaf	Italy_leaf	13.41616817	1358.627842	4549.849946	15839.72336	13526.1875	70024.45954	38081.61523	231.3608765	136.6196284	2.841691573	7.290141358	98.9386739	0.924207215	83.96120436	403.4739777	63.49177816	4.986408176	2.665839448
7026	Boot-1	UK	54.4	-3.2667	CS76452	leaf	UK_leaf	14.99771844	2146.753969	5090.941394	17385.44759	11594.69402	67728.07678	43106.41361	214.4881251	137.8337405	2.256733772	7.246796646	90.84176901	1.163187706	62.90785346	396.1152891	70.49943462	5.564921359	2.853920392
7028	Bch-1	GER	49.5166	9.3166	CS76444	leaf	GER_leaf	14.34499342	997.2204072	5841.596886	15376.68809	12051.81491	71721.18529	44270.25771	222.6109752	147.3649518	2.644857924	6.674064533	89.18943964	0.952266284	66.02608145	392.9045142	73.26565398	3.335620828	2.262376267
7031	Bsch-0	GER	50.0167	8.6667	CS76457	leaf	GER_leaf	14.93493666	894.5658666	5276.272723	16365.72947	12927.81688	67104.81435	43223.64774	222.8664987	135.58891	2.342617323	7.65178365	97.44458564	1.039438914	83.11685899	392.7941652	68.72459463	6.327428324	2.556874452
7033	Buckhorn Pass	US	41.3599	-122.755	CS76733	leaf	US_leaf	15.55857408	1536.155319	4849.124309	12196.74187	11686.39028	62861.84402	44754.23197	262.5962375	142.7885099	2.41566075	7.941376126	100.1805453	0.940587308	67.60003325	337.0425781	71.96810505	4.455552356	2.570822819
7036	Bu-0	GER	50.5	9.5	CS78889	leaf	GER_leaf	13.42271155	1421.917512	4523.810442	16111.70205	11394.70653	76246.15176	41181.98319	231.4388838	139.3079392	2.619752678	7.608464052	90.51619335	0.979065408	61.45674465	455.2201176	71.85381814	6.063545102	2.687871597
7058	Bur-0	Ireland	54.1	-6.2	CS76734	leaf	Ireland_leaf	13.68524571	2095.001109	5145.879974	19076.83704	13893.78948	75575.58469	41136.25859	219.6150145	146.001806	2.255735004	7.74846981	97.17955793	1.16885454	64.78519436	385.7667453	66.87411214	22.15767603	2.270223039
7061	Cal-0	UK	53.2699	-1.64293	CS76460	leaf	UK_leaf	13.6959203	1946.808891	4548.704397	18375.46414	13633.31965	72865.93819	40244.39081	216.6484415	136.5501331	2.319251691	8.860812366	87.25356608	0.981911059	73.81948246	406.4547391	59.08098294	20.69045274	2.482507448
7062	Ca-0	GER	50.2981	8.26607	CS76459	leaf	GER_leaf	14.80799685	1084.832239	4830.748591	16590.75237	12079.73192	74425.69764	42708.4739	222.251853	138.6232925	2.560643531	6.774667954	87.50607868	1.047668478	75.36744138	435.4841016	70.90626098	8.873629469	2.217949702
7063	Can-0	Spain	29.2144	-13.4811	CS76740	leaf	Spain_leaf	15.68437207	794.7695344	5184.01201	14139.70219	12271.23835	61503.00434	41866.62457	247.7269435	143.8066281	2.521476048	7.934263421	112.8343213	1.01651452	76.39526258	346.2740547	65.80335491	3.801263824	2.700338883
7064	Cnt-1	UK	51.3	1.1	CS76467	leaf	UK_leaf	16.4959286	1969.412156	5285.240022	15601.38675	10433.74107	63574.7602	46713.67352	218.0245074	145.0015569	1.951201079	7.164539313	89.06902049	0.907777971	73.27717968	398.2096921	72.26183622	4.544167257	2.21654392
7067	Ct-1	Italy	37.3	15.0	CS76786	leaf	Italy_leaf	14.76808117	1046.615035	4523.16953	15979.56506	13107.17825	70079.6339	39475.41496	272.1140938	137.6988307	2.921273779	7.729278481	95.50074028	1.027668769	83.40516781	413.781437	62.83912468	2.949955725	2.724365035
7068	Cerv-1	Italy	42.0	12.1	CS76462	leaf	Italy_leaf	14.18594509	1369.054232	4838.798897	15502.99817	14106.11993	71160.67599	39196.20766	222.3595194	137.6421677	1.611287583	8.218892384	88.28007656	0.950558586	99.40456699	383.6328341	58.18892306	10.64099701	2.361269306
7071	Chat-1	France	48.0717	1.33867	CS76463	leaf	France_leaf	14.90647703	1183.109598	4923.897778	15179.44443	12432.57492	60562.36486	44330.23341	222.3765862	143.8558822	2.101782715	7.272390974	80.71427058	0.94860204	70.50395535	359.5225701	69.51936639	6.357688121	2.353335452
7072	Chi-0	Russia	53.7502	34.7361	CS76464	leaf	Russia_leaf	14.55863478	1179.898797	5129.374278	16591.26233	12665.65003	69294.16913	42094.879	239.4880588	139.307942	1.953295475	8.359052216	92.29370204	1.059068059	69.39473198	423.7583538	66.59969428	2.095716947	2.606682532
7075	Cit-0	France	43.3779	2.54038		leaf	France_leaf	15.27867187	1683.235854	4617.734656	15185.32371	11922.41065	72387.63463	42195.52587	223.4148696	139.3428721	2.449929221	8.062836799	87.43119403	0.846706357	69.23717733	411.1627977	65.63141895	7.123206287	2.396703223
7077	Co-1	POR	40.12	-8.25	CS76468	leaf	POR_leaf	13.65220645	2009.315374	5133.72128	16267.34155	14160.54727	62621.01722	41551.46677	225.7103486	142.9933994	2.496276688	7.525336009	95.83950668	0.918509717	93.38031778	358.8194923	70.1439203	5.595565326	2.623826587
7081	Co	POR	40.2077	-8.42639	CS78895	leaf	POR_leaf	14.26702996	927.8263151	4788.086532	14336.88614	15471.17322	67398.47355	39664.15153	230.3484726	137.7172288	3.109235555	7.686982619	92.78455972	0.9436049	94.94511761	398.2315493	66.45727834	5.679364156	2.438032086
7092	Com-1	France	49.416	2.823	CS76469	leaf	France_leaf	14.68258273	1434.822728	4655.88145	16281.10304	14364.83794	66878.99928	39421.26814	219.3363506	134.6927514	2.018725365	7.729615766	94.89545538	1.103061461	85.32894842	413.9245586	60.06853607	5.540674415	2.452769895
7094	Da-0	GER	49.8724	8.65081	CS76791	leaf	GER_leaf	15.09212235	1103.874701	5038.378921	16713.26391	12628.25781	70853.96379	41227.39031	236.6683363	138.9592479	2.241916946	7.868826899	93.66984347	1.100524029	71.04553508	412.0396429	69.65135718	4.805759285	2.457334347
7096	Di-G	France	47.3239	5.04278	CS76472	leaf	France_leaf	14.99606374	1252.175033	4806.465007	15461.50157	12414.67844	64812.03093	43477.3189	249.314229	143.4578148	2.4131499	7.973656024	88.70733828	1.049739391	69.0690067	366.0650853	71.53993928	0.876309951	2.518766129
7098	Di-1	France	47.0	5.0		leaf	France_leaf	14.18639971	557.9734872	4770.579108	17280.42407	14767.00815	74668.94303	38525.91964	265.6731594	138.0659555	2.714904249	7.978317455	91.59051867	0.905022973	102.8542629	478.5888972	62.01432909	3.064469136	2.407146293
7102	Do-0	GER	50.7224	8.2372	CS76474	leaf	GER_leaf	14.8737757	784.0420852	4654.106655	16223.47468	11787.17013	74496.25452	45465.47603	239.0471129	143.5539241	1.906597625	8.261753006	83.18331132	0.896403041	64.07348411	373.4804459	70.23598889	3.86989237	2.143885141
7103	Dra-0	Czech Republic	49.4167	16.2667	CS76476	leaf	Czech Republic_leaf	14.11553052	1080.239929	5350.375463	15962.49164	12374.34737	69483.68828	42876.11624	242.4436097	140.7564268	2.353709143	8.385830403	90.46364854	0.964084411	70.6356191	440.6906613	66.46378486	4.483269408	2.806639531
7106	Dr-0	GER	51.051	13.7336	CS78897	leaf	GER_leaf	14.38974378	982.9479833	5130.823848	15409.40342	12830.96623	73336.009	42260.30623	255.3222571	138.9123287	2.178536473	8.111708177	97.8563612	0.89350828	73.55850082	415.1909075	63.95381181	2.152639106	2.811172744
7107	Durh-1	UK	54.7761	-1.5733	CS76477	leaf	UK_leaf	14.02588876	922.9484114	4760.286094	16537.82926	12816.99857	76010.45284	42650.89137	229.1764613	142.0738862	1.695041317	7.332543814	85.8584796	0.918139071	65.40165578	411.0011737	65.57005304	20.97454593	2.231970232
7109	Ema-1	UK	51.3	0.5	CS76480	leaf	UK_leaf	14.95794493	1742.088618	4899.523654	15540.39399	12215.063	68339.70424	42243.41078	233.8452426	138.9422754	2.393315115	7.825639082	87.72594105	0.919621938	72.74518924	396.8761142	65.92970447	4.058483759	2.333988764
7111	Edi-0	UK	55.9494	-3.16028	CS76831	leaf	UK_leaf	14.49484407	578.8531609	5063.833365	15381.50269	12589.88866	70937.98968	45056.18799	225.2925639	139.0835243	1.955367922	8.274679726	87.98784596	0.892349719	74.61646664	415.1006725	70.73067819	4.336535306	2.371154819
7117	El-0	GER	51.5105	9.68253	CS76479	leaf	GER_leaf	14.8209881	1147.089863	5089.057585	15579.21898	11027.16168	69181.35394	42828.28826	221.2685123	143.8780358	2.17681683	7.842874351	84.75309874	0.973144462	60.40209365	403.0834321	67.62782362	2.600711413	2.226718899
7119	En-2	GER	50.0	8.5	CS76481	leaf	GER_leaf	14.9179791	1236.962	4961.866603	15518.79139	11750.94714	64932.89054	42408.92404	229.9551148	140.6327104	2.048220865	7.966213307	97.07978363	0.872392308	74.75669561	387.8061221	67.81107838	1.35146046	2.281811642
7120	En-D	GER	50.0	8.5	CS76482	leaf	GER_leaf	14.2736945	1130.258284	4034.237752	15534.02813	14485.23596	72509.16505	39217.56168	278.3334621	139.6539967	2.64156849	8.530487693	108.03927	1.003141911	82.09630401	380.5135836	65.65969393	4.343674972	3.339594837
7123	Ep-0	GER	50.1721	8.38912		leaf	GER_leaf	14.53377476	888.5444263	5125.242252	14898.41312	13754.17326	75191.20324	43510.81223	225.4122226	136.9881601	2.673021242	7.831034709	93.51978774	0.996020698	87.78879711	481.8516276	76.85797702	3.642367349	2.702290531
7125	Er-0	GER	49.5955	11.0087	CS78898	leaf	GER_leaf	13.69987909	1480.042619	4570.626421	15483.3458	13086.67242	78122.22961	38718.43451	223.9799382	140.4586175	2.460388437	7.798475694	98.97418916	0.954278148	68.94722353	418.7765583	64.24512101	1.506143	2.841442242
7126	Es-0	Finland	60.1997	24.5682	CS76484	leaf	Finland_leaf	13.97626033	1138.150122	4678.234864	16165.59569	12744.10257	73615.93855	41808.00074	222.6698023	147.0880919	1.6966584	8.112866907	82.2765281	0.921116841	66.73148765	404.607818	67.48293021	13.81549565	2.29160448
7127	Est	Estonia	58.6656	24.9871	CS76485	leaf	Estonia_leaf	14.94468367	1070.464714	5124.62676	15092.11266	12827.30399	64606.23182	40525.72872	236.1376178	137.1945527	2.116867579	7.529541033	96.84714093	0.971177239	88.44702649	353.0663124	66.17561914	3.319004969	2.825687023
7130	Et-0	France	44.6447	2.56481	CS76486	leaf	France_leaf	14.31029068	944.3441727	4834.592173	16707.04041	12632.92275	70234.85527	43033.98593	229.8511525	140.3253757	2.948727535	7.928409729	88.46792206	0.853306645	57.23002726	431.1709424	67.1099339	7.490969165	2.156302827
7133	Fr-2	GER	50.1102	8.6822	CS76489	leaf	GER_leaf	14.57187677	911.0137673	4378.284534	15805.2665	12807.88725	79747.09805	41062.38773	295.1579275	140.8361796	2.070891212	7.810097006	90.46358654	0.982474048	77.13145331	529.9735745	69.58596758	2.938986142	3.067936731
7138	Fi-0	GER	50.5	8.0167	CS76488	leaf	GER_leaf	14.83812727	1232.038067	4912.614745	19670.34356	12775.04523	113710.8807	41078.2782	225.6887747	140.2793683	2.767842647	7.694293634	89.84671642	1.097694025	71.93628905	703.7389283	65.79069171	9.89590902	2.396056052
7143	Gel-1	NED	51.0167	5.86667	CS76492	leaf	NED_leaf	14.19806099	939.1440009	5263.94792	15123.2702	12953.10238	69666.16611	42619.78141	224.4613861	140.4551079	2.825434663	7.4708757	91.86985063	1.075046492	74.26049446	395.2860694	70.98773469	4.987478459	2.467887576
7147	Gie-0	GER	50.584	8.67825	CS76493	leaf	GER_leaf	15.024111	1010.734473	5124.48664	15379.78823	13469.18134	68606.00001	41801.09924	226.4014362	143.8470045	2.159156132	7.379329374	91.07801328	1.138797379	63.65752968	360.9607227	68.77121498	2.780750074	2.517757776
7148	Gifu-2	Japan	35.45	137.42		leaf	Japan_leaf	15.2270178	1330.015278	5259.345282	15280.84693	11382.46372	69566.11354	44098.28382	227.7464608	142.3758753	2.268104037	8.387445599	89.62798118	0.869820593	68.32757589	389.6746828	68.30432215	5.485778994	2.302457201
7158	Gr-5	Austria	47.0	15.5	CS76885	leaf	Austria_leaf	14.56605923	813.0780271	5377.871642	16844.73929	11260.30366	68355.64212	43230.80365	225.7983589	139.1674575	1.686340044	7.248875743	99.26982289	1.159494889	64.20365365	383.6195309	71.53425626	3.889012877	2.443496006
7160	Gre-0	US	43.178	-85.2532	CS76497	leaf	US_leaf	15.04179973	1763.747981	5180.93703	14566.28173	12273.20467	61423.35538	43701.57135	232.4355345	141.5111465	2.702376386	7.648287529	94.04518032	0.926849078	74.74803683	366.0409847	71.37107285	4.299706533	2.328609232
7161	Gd-1	GER	53.5	10.5	CS76491	leaf	GER_leaf	13.6568025	986.5383381	5098.154063	16807.57497	12663.21943	79102.0602	40504.37228	234.035525	137.8885472	2.936852723	7.944654288	93.23765324	1.067924912	73.72445111	446.6493317	66.92063086	5.331356912	2.831313562
7162	Hs-0	GER	52.24	9.44	CS76515	leaf	GER_leaf	15.186568	642.3665531	4725.310534	15358.70267	11433.14096	73752.10942	42400.99451	241.2480361	136.9131244	4.043432969	7.847953323	99.69609488	1.083221908	67.25622723	449.493213	68.17242959	3.424175688	2.748955049
7163	Ha-0	GER	52.3721	9.73569	CS76500	leaf	GER_leaf	14.43138562	1251.39403	5081.378653	14801.19337	12532.45877	76217.29555	40098.66133	251.7772454	137.5395984	2.214932032	9.03653067	97.47225887	0.94179586	72.75598868	412.4245173	61.60270959	7.331908536	2.695065552
7164	Hau-0	DEN	55.675	12.5686	CS76915	leaf	DEN_leaf	14.70079109	2422.048997	4517.2208	18127.77152	14087.61738	71823.89668	41303.10126	220.1226226	133.5030328	2.69826785	6.980915207	93.3893063	1.277783884	90.46808005	416.8253677	69.56288556	11.55418745	2.474687825
7165	Hn-0	GER	51.3472	8.28844	CS76513	leaf	GER_leaf	15.16082203	917.6935638	4768.353996	16992.97287	12507.15031	65532.92759	41860.9081	248.1559184	134.5922603	2.682429085	7.704076882	92.04186243	1.093872357	77.26951979	387.2328159	73.73569296	3.362501808	2.939345588
7166	Hey-1	NED	51.25	5.9		leaf	NED_leaf	13.91227153	927.2258779	4907.941299	16864.78792	11929.5857	70317.44763	41452.99988	234.4480111	142.5894548	2.110808641	7.735496244	86.76696144	1.001463797	82.82742967	381.9589292	67.78455367	4.504940672	2.349045493
7167						leaf	_leaf	14.32282992	1023.18907	4921.208923	16481.9336	14009.86324	73430.65872	39196.55203	233.4154272	136.7948713	2.812286346	8.746787632	98.61154546	0.897512484	76.63321557	413.5619154	60.19550116	6.560407548	2.655619836
7169	Hh-0	GER	54.4175	9.88682	CS76512	leaf	GER_leaf	14.17537896	857.0806164	4941.128456	18288.91168	12655.48185	78721.65826	40019.38498	223.2830622	137.0782106	2.568261267	8.213078639	99.20292772	0.915703843	67.78853779	453.5059015	64.52034151	4.98577528	2.40406004
7177	Jm-0	Czech Republic	49.0	15.0	CS76520	leaf	Czech Republic_leaf	14.84380418	1124.258693	5356.781339	15301.08483	12336.20047	64751.79005	41418.9484	237.9499656	143.0848716	2.10170455	7.956210067	85.02667431	1.056090152	70.14362941	381.2170349	64.62757358	2.846170291	2.385918104
7181	Je-0	GER	50.927	11.587	CS76518	leaf	GER_leaf	15.65993319	961.1091567	4898.437818	13691.38226	12396.19171	62661.90441	41061.82729	247.8637746	138.2405297	2.094219801	8.161674179	102.7624564	1.033970982	68.30028706	330.227709	68.46789453	10.21187337	2.747962835
7182						leaf	_leaf	14.18577407	1608.221184	4619.647163	15508.59469	12600.15131	74866.86283	41511.73085	218.6747915	141.4593197	1.956263412	7.562077278	81.15276933	0.986766346	74.45516903	410.1100574	65.80294836	1.800799406	2.204690827
7183	Kas-1	India	35.0	77.0	CS79018	leaf	India_leaf	13.96163716	1032.05678	4772.004141	17803.50102	13046.4906	86988.2543	39969.78919	216.1000623	133.9043534	2.2550258	7.925937052	91.10258933	1.13336111	78.90224838	523.0587974	65.83975543	2.90213928	2.435213305
7186	Kn-0	Lithuania	54.8969	23.8924	CS76969	leaf	Lithuania_leaf	15.51635895	990.050075	5210.008734	14812.10146	12220.07889	56873.26489	43573.80958	247.5516333	142.0358603	2.324975325	8.17769851	108.4572824	1.146437642	66.61397602	328.6121216	68.36062674	4.132979851	2.594249188
7192	Kil-0	UK	55.6395	-5.66364	CS76526	leaf	UK_leaf	13.79639143	997.5017324	4374.057932	15794.61042	13574.57198	76456.94417	39626.05742	223.7778143	140.9860384	1.864924365	7.287635821	96.45224424	1.032527023	75.66536478	412.0755898	66.13766989	5.473213786	2.258021927
7199	Kl-5	GER	50.95	6.9666	CS76528	leaf	GER_leaf	14.2526746	1018.015012	4413.103884	18244.02501	12690.40079	74031.99775	41635.73719	221.6510389	141.7660719	2.808565989	7.503718306	84.94924715	0.938085342	70.65762328	399.5688596	66.4508832	5.831484431	2.250827508
7202	Kb-0	GER	50.1797	8.50861	CS76524	leaf	GER_leaf	14.97650677	1283.908814	4270.801559	16565.37865	12848.11491	74715.53746	41431.92569	227.6182306	138.4060853	2.479902223	8.462216862	87.50185382	0.989523118	70.02462478	412.2972469	62.97293642	7.146010883	2.289011289
